Longitude,Latitude,MODE
145.18737,-38.23657,METRO BUS
145.1829,-38.23165,METRO BUS
145.17237,-38.22342,METRO BUS
145.16956,-38.22299,METRO BUS
145.21333,-37.96473,METRO BUS
145.21061,-37.96462,METRO BUS
145.2085,-37.96537,METRO BUS
145.0326,-37.66404,METRO BUS
145.20645,-37.96448,METRO BUS
145.20625,-37.96198,METRO BUS
145.2067,-37.95956,METRO BUS
145.20718,-37.95718,METRO BUS
145.20773,-37.95405,METRO BUS
144.56864,-37.6826,METRO BUS
145.19758,-37.92137,METRO BUS
145.1948,-37.92057,METRO BUS
145.19122,-37.91987,METRO BUS
145.18932,-37.91782,METRO BUS
145.03123,-37.66162,METRO BUS
145.19017,-37.91471,METRO BUS
145.1888,-37.91318,METRO BUS
145.18446,-37.91513,METRO BUS
145.18696,-37.91357,METRO BUS
145.18407,-37.9179,METRO BUS
145.18196,-37.9198,METRO BUS
145.18122,-37.92063,METRO BUS
145.0307,-37.65958,METRO BUS
145.03111,-37.65648,METRO BUS
145.03174,-37.6532,METRO BUS
145.02987,-37.6499,METRO BUS
145.05816,-37.77263,METRO BUS
145.03075,-37.64913,METRO BUS
145.0354,-37.64784,METRO BUS
145.03686,-37.64643,METRO BUS
145.04028,-37.646,METRO BUS
145.04372,-37.64633,METRO BUS
145.04614,-37.64657,METRO BUS
145.05013,-37.64704,METRO BUS
145.05131,-37.64602,METRO BUS
145.2703,-37.73888,METRO BUS
145.2687,-37.7437,METRO BUS
145.27033,-37.74869,METRO BUS
145.27216,-37.75319,METRO BUS
145.27292,-37.75701,METRO BUS
145.27198,-37.76277,METRO BUS
145.27181,-37.76672,METRO BUS
145.27355,-37.7689,METRO BUS
145.02512,-38.25574,METRO BUS
145.02244,-38.2587,METRO BUS
145.05172,-37.64384,METRO BUS
145.02039,-38.26037,METRO BUS
145.01847,-38.26192,METRO BUS
145.0127,-38.26757,METRO BUS
145.01897,-38.2697,METRO BUS
145.02452,-38.27191,METRO BUS
145.02165,-38.27414,METRO BUS
145.02161,-38.27656,METRO BUS
145.02135,-38.27951,METRO BUS
145.0207,-38.28154,METRO BUS
145.02004,-38.28468,METRO BUS
145.04849,-37.643,METRO BUS
145.03323,-38.22462,METRO BUS
145.06187,-37.77449,METRO BUS
145.04445,-37.64255,METRO BUS
145.03685,-38.2416,METRO BUS
145.04199,-37.6425,METRO BUS
145.31484,-37.98497,METRO BUS
145.11461,-37.81927,METRO BUS
145.07363,-38.20698,METRO BUS
145.06787,-38.21136,METRO BUS
145.06358,-38.21475,METRO BUS
145.05692,-38.2199,METRO BUS
145.06272,-38.22393,METRO BUS
145.06048,-38.22535,METRO BUS
145.05763,-38.22578,METRO BUS
145.05539,-38.22485,METRO BUS
145.05392,-38.22369,METRO BUS
145.0483,-38.22665,METRO BUS
145.04573,-38.22856,METRO BUS
145.0356,-38.21628,METRO BUS
145.03228,-38.2216,METRO BUS
145.03146,-38.22453,METRO BUS
145.02948,-38.22643,METRO BUS
145.02701,-38.22782,METRO BUS
145.02733,-38.23348,METRO BUS
145.02406,-37.6511,METRO BUS
145.02968,-38.24097,METRO BUS
145.02984,-38.24376,METRO BUS
145.02831,-38.2502,METRO BUS
145.02615,-38.25378,METRO BUS
145.0249,-38.25593,METRO BUS
145.3165,-38.00603,METRO BUS
145.02073,-38.25992,METRO BUS
145.01831,-38.26192,METRO BUS
145.01269,-38.26735,METRO BUS
145.01854,-38.26972,METRO BUS
145.02599,-37.6476,METRO BUS
145.02438,-38.27114,METRO BUS
145.02151,-38.27413,METRO BUS
145.0215,-38.27669,METRO BUS
145.02135,-38.27917,METRO BUS
145.02058,-38.28093,METRO BUS
145.07026,-37.88485,METRO BUS
145.06691,-37.88486,METRO BUS
145.06431,-37.88484,METRO BUS
145.06148,-37.88472,METRO BUS
145.05779,-37.88599,METRO BUS
145.02694,-37.64461,METRO BUS
145.05721,-37.88896,METRO BUS
145.0338,-37.88135,METRO BUS
145.03054,-37.88097,METRO BUS
145.02656,-37.88045,METRO BUS
145.02375,-37.88013,METRO BUS
145.0192,-37.87956,METRO BUS
145.01694,-37.87932,METRO BUS
145.01182,-37.87868,METRO BUS
145.00716,-37.8781,METRO BUS
145.00441,-37.87774,METRO BUS
145.03411,-37.64523,METRO BUS
145.00089,-37.87735,METRO BUS
144.99854,-37.87708,METRO BUS
144.99496,-37.8766,METRO BUS
144.99187,-37.87614,METRO BUS
144.98967,-37.87246,METRO BUS
144.98831,-37.87044,METRO BUS
144.98586,-37.8679,METRO BUS
144.98151,-37.86727,METRO BUS
144.97784,-37.86696,METRO BUS
145.14439,-37.87178,METRO BUS
145.03911,-37.64536,METRO BUS
145.14158,-37.87145,METRO BUS
145.13949,-37.8712,METRO BUS
145.13685,-37.87089,METRO BUS
145.12931,-37.87007,METRO BUS
145.12418,-37.8694,METRO BUS
145.12256,-37.86922,METRO BUS
145.11836,-37.86876,METRO BUS
145.11543,-37.86839,METRO BUS
145.11082,-37.868,METRO BUS
145.10741,-37.8675,METRO BUS
145.00307,-37.7285,METRO BUS
145.1054,-37.86731,METRO BUS
145.10283,-37.867,METRO BUS
145.10127,-37.86682,METRO BUS
145.09765,-37.8665,METRO BUS
145.09347,-37.86597,METRO BUS
145.0886,-37.86451,METRO BUS
145.08539,-37.86421,METRO BUS
145.08234,-37.86383,METRO BUS
145.08082,-37.86362,METRO BUS
145.0773,-37.86316,METRO BUS
145.00565,-37.72826,METRO BUS
145.07378,-37.86284,METRO BUS
145.07137,-37.86248,METRO BUS
145.06898,-37.86222,METRO BUS
145.06679,-37.86197,METRO BUS
145.1232,-38.14653,METRO BUS
145.06342,-37.776,METRO BUS
145.0063,-37.72691,METRO BUS
145.13452,-37.93989,METRO BUS
145.13807,-37.9616,METRO BUS
144.97407,-37.72618,METRO BUS
144.99064,-37.70723,METRO BUS
144.9926,-37.70736,METRO BUS
145.0105,-37.72739,METRO BUS
145.00176,-37.7082,METRO BUS
144.99725,-37.70789,METRO BUS
144.99443,-37.70766,METRO BUS
144.99061,-37.7073,METRO BUS
144.98684,-37.70699,METRO BUS
144.98404,-37.705,METRO BUS
144.98773,-37.70465,METRO BUS
144.98976,-37.70396,METRO BUS
144.99014,-37.69832,METRO BUS
145.01391,-37.72778,METRO BUS
144.97866,-37.69259,METRO BUS
144.97858,-37.69327,METRO BUS
144.98043,-37.69395,METRO BUS
144.98266,-37.69639,METRO BUS
144.98475,-37.69629,METRO BUS
144.99469,-37.69826,METRO BUS
144.99642,-37.70014,METRO BUS
144.9969,-37.70174,METRO BUS
144.99726,-37.70291,METRO BUS
144.99799,-37.70543,METRO BUS
144.99804,-37.70729,METRO BUS
145.00064,-37.70811,METRO BUS
145.01698,-37.72932,METRO BUS
145.19406,-38.10823,METRO BUS
145.00335,-37.70975,METRO BUS
145.00298,-37.71218,METRO BUS
145.19531,-38.11089,METRO BUS
145.0015,-37.90593,METRO BUS
144.99918,-37.90801,METRO BUS
144.99837,-37.91009,METRO BUS
145.00082,-37.91317,METRO BUS
144.99634,-37.91623,METRO BUS
144.98764,-37.79937,METRO BUS
145.19398,-38.11329,METRO BUS
144.99387,-37.92962,METRO BUS
144.99649,-37.93296,METRO BUS
144.99899,-37.93326,METRO BUS
145.00277,-37.93371,METRO BUS
145.00279,-37.93633,METRO BUS
145.00167,-37.94247,METRO BUS
145.03361,-37.98204,METRO BUS
145.03386,-37.98086,METRO BUS
145.11875,-38.15306,METRO BUS
145.03428,-37.97853,METRO BUS
145.03481,-37.9768,METRO BUS
145.03541,-37.97328,METRO BUS
145.03684,-37.97026,METRO BUS
145.19,-38.11281,METRO BUS
145.04359,-37.97107,METRO BUS
145.04642,-37.97144,METRO BUS
145.05177,-37.9721,METRO BUS
145.05355,-37.97232,METRO BUS
145.02508,-37.72663,METRO BUS
145.18704,-38.11244,METRO BUS
145.18358,-38.11135,METRO BUS
145.18226,-38.11266,METRO BUS
145.13299,-38.03108,METRO BUS
145.13463,-38.03399,METRO BUS
145.13576,-38.03605,METRO BUS
145.13839,-38.04098,METRO BUS
145.13894,-38.04938,METRO BUS
145.13683,-38.04913,METRO BUS
145.13499,-38.04774,METRO BUS
145.13284,-38.04663,METRO BUS
145.12739,-38.04718,METRO BUS
145.12137,-38.04872,METRO BUS
145.12541,-38.04785,METRO BUS
145.13624,-38.02221,METRO BUS
145.13962,-38.0156,METRO BUS
145.02796,-37.72821,METRO BUS
145.14099,-38.00858,METRO BUS
145.14221,-38.0024,METRO BUS
145.14283,-37.99938,METRO BUS
144.79412,-37.79394,METRO BUS
145.15627,-37.93048,METRO BUS
145.15653,-37.92879,METRO BUS
145.15723,-37.92458,METRO BUS
145.15833,-37.91944,METRO BUS
145.15906,-37.91589,METRO BUS
145.06391,-37.7779,METRO BUS
145.02977,-37.72842,METRO BUS
145.15954,-37.91308,METRO BUS
145.16004,-37.91021,METRO BUS
145.16584,-37.93372,METRO BUS
145.16624,-37.93144,METRO BUS
145.1666,-37.92955,METRO BUS
145.16715,-37.92681,METRO BUS
145.16677,-37.8736,METRO BUS
145.16741,-37.87084,METRO BUS
145.03192,-37.72859,METRO BUS
145.16788,-37.86847,METRO BUS
145.16851,-37.8651,METRO BUS
145.16921,-37.86291,METRO BUS
145.16869,-37.85789,METRO BUS
145.16963,-37.85196,METRO BUS
145.17072,-37.84526,METRO BUS
145.17131,-37.84163,METRO BUS
145.17201,-37.83742,METRO BUS
145.03443,-37.72911,METRO BUS
145.18143,-38.11502,METRO BUS
145.17279,-37.8338,METRO BUS
145.17323,-37.83145,METRO BUS
145.17377,-37.82897,METRO BUS
145.17417,-37.827,METRO BUS
145.17271,-38.11462,METRO BUS
145.16937,-38.11425,METRO BUS
145.15635,-38.11355,METRO BUS
145.0341,-37.73083,METRO BUS
145.15321,-38.11566,METRO BUS
145.14856,-38.11882,METRO BUS
144.79154,-37.79345,METRO BUS
145.14135,-38.11919,METRO BUS
145.13411,-38.1241,METRO BUS
145.26583,-37.92278,METRO BUS
145.26861,-37.92166,METRO BUS
145.03389,-37.73196,METRO BUS
145.26906,-37.91925,METRO BUS
145.26957,-37.9169,METRO BUS
145.26731,-37.91566,METRO BUS
145.26412,-37.9155,METRO BUS
145.26705,-37.91328,METRO BUS
145.34813,-37.86992,METRO BUS
145.25763,-37.87779,METRO BUS
145.34343,-37.87464,METRO BUS
145.35853,-37.87848,METRO BUS
145.03278,-37.73313,METRO BUS
145.36067,-37.88082,METRO BUS
145.36501,-37.88134,METRO BUS
145.36864,-37.88444,METRO BUS
145.34229,-37.88159,METRO BUS
145.33768,-37.88315,METRO BUS
145.34001,-37.88585,METRO BUS
145.33935,-37.88708,METRO BUS
145.33312,-37.88712,METRO BUS
145.32832,-37.88641,METRO BUS
145.32616,-37.89325,METRO BUS
145.03017,-37.73289,METRO BUS
145.55309,-37.95288,METRO BUS
145.16368,-38.22209,METRO BUS
145.158,-38.22121,METRO BUS
145.36844,-37.8584,METRO BUS
145.35893,-37.86323,METRO BUS
145.3544,-37.86178,METRO BUS
145.35332,-37.86332,METRO BUS
145.35081,-37.86826,METRO BUS
145.3477,-37.87008,METRO BUS
145.34651,-37.87092,METRO BUS
145.34404,-37.87272,METRO BUS
145.34289,-37.87512,METRO BUS
145.34355,-37.87542,METRO BUS
145.35854,-37.87872,METRO BUS
145.3595,-37.88051,METRO BUS
145.1023,-38.16378,METRO BUS
145.08973,-38.18779,METRO BUS
145.05626,-38.22094,METRO BUS
145.0527,-38.22371,METRO BUS
145.13006,-38.15066,METRO BUS
145.1375,-38.1661,METRO BUS
145.06517,-37.78754,METRO BUS
145.02671,-37.73595,METRO BUS
145.13948,-38.17449,METRO BUS
145.13961,-38.18039,METRO BUS
145.04382,-38.23052,METRO BUS
145.03985,-38.23354,METRO BUS
145.03787,-38.23506,METRO BUS
145.03598,-38.23742,METRO BUS
145.23576,-37.87578,METRO BUS
145.03743,-38.24623,METRO BUS
145.03656,-38.25156,METRO BUS
145.03614,-38.25477,METRO BUS
145.02305,-37.74168,METRO BUS
145.03546,-38.26078,METRO BUS
145.0334,-38.27316,METRO BUS
145.03098,-38.28548,METRO BUS
145.00809,-38.3027,METRO BUS
145.00164,-38.30453,METRO BUS
144.99734,-38.30477,METRO BUS
145.02249,-37.74386,METRO BUS
144.97199,-38.32929,METRO BUS
144.96909,-38.33072,METRO BUS
144.96663,-38.33188,METRO BUS
144.96417,-38.3331,METRO BUS
144.95948,-38.33539,METRO BUS
145.02206,-37.74634,METRO BUS
144.95582,-38.33711,METRO BUS
144.93821,-38.34408,METRO BUS
144.93378,-38.34625,METRO BUS
144.93197,-38.34697,METRO BUS
144.97981,-37.86705,METRO BUS
145.13281,-37.8854,METRO BUS
145.02178,-37.74786,METRO BUS
145.15258,-37.82679,METRO BUS
144.71754,-38.32472,METRO BUS
144.71709,-38.32706,METRO BUS
144.7167,-38.32896,METRO BUS
144.71663,-38.33139,METRO BUS
144.7219,-38.3326,METRO BUS
144.72657,-38.33361,METRO BUS
145.02123,-37.75142,METRO BUS
144.73212,-38.33478,METRO BUS
144.73502,-38.33723,METRO BUS
144.7369,-38.33981,METRO BUS
144.74002,-38.34043,METRO BUS
144.74039,-38.34292,METRO BUS
144.73958,-38.34543,METRO BUS
144.7425,-38.34755,METRO BUS
144.74436,-38.34582,METRO BUS
144.746,-38.3448,METRO BUS
144.74836,-38.34288,METRO BUS
144.75073,-38.34377,METRO BUS
144.75272,-38.34462,METRO BUS
144.75708,-38.34704,METRO BUS
144.75991,-38.34786,METRO BUS
144.76182,-38.3502,METRO BUS
144.7624,-38.35314,METRO BUS
144.76698,-38.35706,METRO BUS
144.77201,-38.35894,METRO BUS
144.77654,-38.36032,METRO BUS
145.02138,-37.75664,METRO BUS
144.78025,-38.36092,METRO BUS
144.78364,-38.36163,METRO BUS
144.78629,-38.36237,METRO BUS
144.78853,-38.36305,METRO BUS
144.79176,-38.36378,METRO BUS
144.79579,-38.36458,METRO BUS
144.80003,-38.36551,METRO BUS
144.8026,-38.36612,METRO BUS
144.80582,-38.36677,METRO BUS
145.02147,-37.75974,METRO BUS
144.81531,-38.36924,METRO BUS
144.82008,-38.36997,METRO BUS
144.82292,-38.37032,METRO BUS
144.8242,-38.37049,METRO BUS
144.82866,-38.37107,METRO BUS
144.83151,-38.37098,METRO BUS
144.83348,-38.37093,METRO BUS
144.83781,-38.37079,METRO BUS
144.84265,-38.37054,METRO BUS
144.84684,-38.36994,METRO BUS
145.02117,-37.76151,METRO BUS
144.85064,-38.36942,METRO BUS
144.85319,-38.36903,METRO BUS
144.85624,-38.36837,METRO BUS
144.85967,-38.36764,METRO BUS
144.86239,-38.36703,METRO BUS
144.86604,-38.36615,METRO BUS
144.86945,-38.36529,METRO BUS
144.87321,-38.36432,METRO BUS
144.87544,-38.36378,METRO BUS
144.88047,-38.36248,METRO BUS
145.06463,-37.79066,METRO BUS
145.0209,-37.76297,METRO BUS
144.88448,-38.36135,METRO BUS
144.88714,-38.36056,METRO BUS
144.89133,-38.35939,METRO BUS
144.89603,-38.35807,METRO BUS
144.89915,-38.35695,METRO BUS
144.90148,-38.35628,METRO BUS
145.13714,-37.88571,METRO BUS
145.07379,-37.8853,METRO BUS
145.00502,-37.87769,METRO BUS
144.98932,-37.8713,METRO BUS
145.02038,-37.76594,METRO BUS
145.11378,-37.82384,METRO BUS
145.11325,-37.82648,METRO BUS
145.11273,-37.82967,METRO BUS
145.1125,-37.83131,METRO BUS
145.11202,-37.83431,METRO BUS
145.12186,-37.84445,METRO BUS
145.12587,-37.8449,METRO BUS
145.1284,-37.84521,METRO BUS
145.02013,-37.76772,METRO BUS
145.13096,-37.84549,METRO BUS
145.13509,-37.84155,METRO BUS
145.13798,-37.84191,METRO BUS
145.14066,-37.84221,METRO BUS
145.14419,-37.84262,METRO BUS
145.14587,-37.84283,METRO BUS
145.1497,-37.84326,METRO BUS
145.15008,-37.8453,METRO BUS
145.14925,-37.84663,METRO BUS
145.14706,-37.84638,METRO BUS
145.01987,-37.76924,METRO BUS
145.03312,-38.22467,METRO BUS
145.03832,-38.23436,METRO BUS
145.03502,-38.23634,METRO BUS
145.03043,-38.23266,METRO BUS
145.04217,-38.25581,METRO BUS
145.01942,-37.77201,METRO BUS
145.04432,-38.2505,METRO BUS
145.04568,-38.24691,METRO BUS
145.04672,-38.24431,METRO BUS
145.04778,-38.24152,METRO BUS
145.04884,-38.23873,METRO BUS
145.05009,-38.23537,METRO BUS
145.01896,-37.77466,METRO BUS
145.2694,-37.78405,METRO BUS
145.27204,-37.78547,METRO BUS
145.27304,-37.78705,METRO BUS
145.27582,-37.78744,METRO BUS
145.27686,-37.79031,METRO BUS
145.27982,-37.79334,METRO BUS
145.31169,-37.78222,METRO BUS
145.31214,-37.78014,METRO BUS
145.01858,-37.77685,METRO BUS
145.31299,-37.77652,METRO BUS
145.30509,-37.76107,METRO BUS
144.99551,-37.66621,METRO BUS
145.29797,-37.75815,METRO BUS
145.29136,-37.75532,METRO BUS
145.29054,-37.75734,METRO BUS
145.01765,-37.77895,METRO BUS
145.14145,-38.18349,METRO BUS
145.13302,-38.16249,METRO BUS
145.13045,-38.15767,METRO BUS
145.13166,-38.15507,METRO BUS
145.2899,-37.76134,METRO BUS
145.28981,-37.76328,METRO BUS
145.28926,-37.76737,METRO BUS
145.28891,-37.7696,METRO BUS
145.01592,-37.77782,METRO BUS
145.28734,-37.77031,METRO BUS
145.287,-37.77216,METRO BUS
145.28639,-37.77476,METRO BUS
145.28506,-37.77626,METRO BUS
145.28488,-37.77738,METRO BUS
145.28425,-37.78026,METRO BUS
145.26639,-37.88627,METRO BUS
145.26264,-37.88871,METRO BUS
145.26053,-37.8899,METRO BUS
145.01625,-37.77625,METRO BUS
145.25715,-37.89225,METRO BUS
145.25484,-37.89324,METRO BUS
145.26064,-37.82748,METRO BUS
145.25662,-37.82636,METRO BUS
145.25106,-37.82517,METRO BUS
145.24719,-37.82678,METRO BUS
145.24533,-37.82905,METRO BUS
145.24014,-37.83228,METRO BUS
145.23778,-37.83228,METRO BUS
145.23743,-37.82996,METRO BUS
145.06435,-37.79222,METRO BUS
145.01513,-37.77591,METRO BUS
145.2374,-37.82818,METRO BUS
145.23741,-37.82678,METRO BUS
145.23755,-37.82153,METRO BUS
145.23759,-37.8193,METRO BUS
145.23766,-37.81699,METRO BUS
145.31704,-37.786,METRO BUS
145.32033,-37.78537,METRO BUS
145.32362,-37.78301,METRO BUS
145.3263,-37.77966,METRO BUS
145.01377,-37.77575,METRO BUS
145.33921,-37.77591,METRO BUS
145.34773,-37.77387,METRO BUS
145.35021,-37.77315,METRO BUS
145.35416,-37.77334,METRO BUS
145.35726,-37.77586,METRO BUS
145.35867,-37.77754,METRO BUS
145.34739,-37.76058,METRO BUS
145.01146,-37.7755,METRO BUS
145.32384,-38.06016,METRO BUS
145.31904,-38.06288,METRO BUS
145.31846,-38.06566,METRO BUS
145.31449,-38.06627,METRO BUS
145.31402,-38.06391,METRO BUS
145.00782,-37.77509,METRO BUS
145.31002,-38.0631,METRO BUS
145.30543,-38.06442,METRO BUS
145.30197,-38.06559,METRO BUS
145.29755,-38.06503,METRO BUS
145.29341,-38.0634,METRO BUS
145.29232,-38.06148,METRO BUS
145.2901,-38.05755,METRO BUS
145.28783,-38.05359,METRO BUS
145.00619,-37.7749,METRO BUS
145.28888,-38.05258,METRO BUS
145.29234,-38.05303,METRO BUS
145.29384,-38.05343,METRO BUS
145.29539,-38.05623,METRO BUS
145.2993,-38.05877,METRO BUS
145.30263,-38.04927,METRO BUS
145.30335,-38.04587,METRO BUS
145.3048,-38.03818,METRO BUS
145.30572,-38.03411,METRO BUS
145.0037,-37.7746,METRO BUS
145.30457,-38.03095,METRO BUS
145.29495,-38.01678,METRO BUS
145.29556,-38.01474,METRO BUS
145.29184,-38.01374,METRO BUS
145.29277,-38.00952,METRO BUS
145.29632,-38.00948,METRO BUS
145.29684,-38.00635,METRO BUS
145.30056,-38.00437,METRO BUS
145.30435,-38.00347,METRO BUS
145.30258,-38.0022,METRO BUS
145.2374,-37.82157,METRO BUS
145.23747,-37.81915,METRO BUS
145.23756,-37.81691,METRO BUS
145.31689,-37.78594,METRO BUS
145.32036,-37.7852,METRO BUS
145.3235,-37.78292,METRO BUS
145.32619,-37.77967,METRO BUS
145.34093,-37.77593,METRO BUS
145.34417,-37.77493,METRO BUS
145.34656,-37.77372,METRO BUS
145.35031,-37.77302,METRO BUS
145.35495,-37.7735,METRO BUS
145.35772,-37.77606,METRO BUS
145.35882,-37.77745,METRO BUS
145.35948,-37.77807,METRO BUS
145.32311,-38.06067,METRO BUS
145.34686,-37.76558,METRO BUS
145.31914,-38.06302,METRO BUS
145.31803,-38.06653,METRO BUS
145.31441,-38.06617,METRO BUS
145.27131,-37.91298,METRO BUS
145.28089,-37.90573,METRO BUS
145.28961,-37.9005,METRO BUS
145.29433,-37.89929,METRO BUS
145.29291,-37.8948,METRO BUS
145.29293,-37.89347,METRO BUS
145.29445,-37.89073,METRO BUS
145.2947,-37.88903,METRO BUS
145.29443,-37.88735,METRO BUS
145.29863,-37.88058,METRO BUS
145.29902,-37.87832,METRO BUS
145.29936,-37.87643,METRO BUS
145.29841,-37.87311,METRO BUS
145.29722,-37.87183,METRO BUS
145.29477,-37.87209,METRO BUS
145.29224,-37.8736,METRO BUS
145.29011,-37.87206,METRO BUS
145.28762,-37.86798,METRO BUS
145.2871,-37.86638,METRO BUS
144.98458,-37.79905,METRO BUS
145.28824,-37.86165,METRO BUS
145.28569,-37.85906,METRO BUS
145.28586,-37.85685,METRO BUS
145.28602,-37.85402,METRO BUS
145.28601,-37.85217,METRO BUS
145.28629,-37.84771,METRO BUS
145.28649,-37.84486,METRO BUS
145.28661,-37.84287,METRO BUS
145.28677,-37.84021,METRO BUS
145.19811,-37.82202,METRO BUS
145.19655,-37.82323,METRO BUS
145.01832,-37.90673,METRO BUS
145.02164,-37.90981,METRO BUS
145.02366,-37.91027,METRO BUS
145.02517,-37.9094,METRO BUS
145.02872,-37.90982,METRO BUS
145.03032,-37.91005,METRO BUS
145.03141,-37.9102,METRO BUS
145.03332,-37.91044,METRO BUS
145.04343,-37.91168,METRO BUS
145.04552,-37.91198,METRO BUS
145.04922,-37.91243,METRO BUS
145.05173,-37.91272,METRO BUS
145.05237,-37.91146,METRO BUS
145.05263,-37.91002,METRO BUS
145.05303,-37.90771,METRO BUS
145.05392,-37.90537,METRO BUS
145.0543,-37.90345,METRO BUS
144.9931,-37.80041,METRO BUS
145.05471,-37.9013,METRO BUS
145.05502,-37.89973,METRO BUS
145.05538,-37.89786,METRO BUS
145.05565,-37.89629,METRO BUS
145.05597,-37.89464,METRO BUS
145.05649,-37.89197,METRO BUS
145.08411,-37.89912,METRO BUS
145.08212,-37.9005,METRO BUS
145.08006,-37.89994,METRO BUS
145.17861,-37.82278,METRO BUS
145.13342,-37.80456,METRO BUS
145.17845,-37.82429,METRO BUS
145.17792,-37.82553,METRO BUS
145.17441,-37.82734,METRO BUS
145.1739,-37.8299,METRO BUS
145.17333,-37.83289,METRO BUS
145.16994,-37.83451,METRO BUS
145.17267,-37.83558,METRO BUS
145.17202,-37.83885,METRO BUS
145.07654,-37.89869,METRO BUS
145.13373,-37.803,METRO BUS
145.07247,-37.89808,METRO BUS
145.06898,-37.89764,METRO BUS
145.06734,-37.89746,METRO BUS
145.06537,-37.89721,METRO BUS
145.06476,-37.8962,METRO BUS
145.06197,-37.89587,METRO BUS
145.0594,-37.89556,METRO BUS
145.05627,-37.89518,METRO BUS
145.19843,-37.82407,METRO BUS
145.19956,-37.82567,METRO BUS
145.13426,-37.80226,METRO BUS
145.20083,-37.82557,METRO BUS
145.20067,-37.82744,METRO BUS
145.20059,-37.82867,METRO BUS
145.08744,-37.90054,METRO BUS
145.05432,-37.90173,METRO BUS
145.05132,-37.90137,METRO BUS
145.04942,-37.90112,METRO BUS
145.04659,-37.9008,METRO BUS
145.03493,-37.90282,METRO BUS
145.138,-37.80283,METRO BUS
145.03535,-37.90055,METRO BUS
145.0349,-37.89866,METRO BUS
145.03132,-37.89788,METRO BUS
145.03154,-37.89674,METRO BUS
145.02985,-37.8964,METRO BUS
145.02786,-37.89615,METRO BUS
145.02666,-37.89585,METRO BUS
145.02449,-37.89557,METRO BUS
145.02289,-37.89531,METRO BUS
145.02065,-37.895,METRO BUS
145.14213,-37.80331,METRO BUS
145.02024,-37.89457,METRO BUS
145.01624,-37.89403,METRO BUS
145.20234,-37.82929,METRO BUS
145.04491,-37.90058,METRO BUS
145.20328,-37.82963,METRO BUS
145.20528,-37.82978,METRO BUS
145.20803,-37.82977,METRO BUS
145.20873,-37.83078,METRO BUS
145.20872,-37.83258,METRO BUS
145.14471,-37.80359,METRO BUS
145.26185,-38.10301,METRO BUS
145.04161,-37.91961,METRO BUS
145.04128,-37.92143,METRO BUS
145.04066,-37.92457,METRO BUS
145.14832,-37.7148,METRO BUS
145.0635,-37.79633,METRO BUS
145.14729,-37.80388,METRO BUS
145.04256,-37.92645,METRO BUS
145.04526,-37.92678,METRO BUS
145.04726,-37.92704,METRO BUS
145.04922,-37.92729,METRO BUS
145.04975,-37.92868,METRO BUS
145.05145,-37.92888,METRO BUS
145.05529,-37.92936,METRO BUS
145.05698,-37.92958,METRO BUS
145.0578,-37.93053,METRO BUS
145.15087,-37.80429,METRO BUS
145.05963,-37.93077,METRO BUS
145.06136,-37.931,METRO BUS
145.0629,-37.93145,METRO BUS
145.0654,-37.93178,METRO BUS
145.06616,-37.93078,METRO BUS
144.9967,-37.70154,METRO BUS
145.25001,-37.89511,METRO BUS
145.2452,-37.89749,METRO BUS
145.24101,-37.89798,METRO BUS
145.15303,-37.80474,METRO BUS
145.23208,-37.89928,METRO BUS
145.22709,-37.89926,METRO BUS
145.22458,-37.89929,METRO BUS
145.219,-37.90114,METRO BUS
145.21055,-37.90589,METRO BUS
145.20222,-37.90836,METRO BUS
145.19547,-37.90762,METRO BUS
145.18797,-37.90682,METRO BUS
145.18363,-37.90623,METRO BUS
145.15248,-37.80781,METRO BUS
145.17916,-37.90568,METRO BUS
145.1764,-37.90526,METRO BUS
145.17355,-37.90491,METRO BUS
145.16045,-37.90352,METRO BUS
145.1566,-37.90306,METRO BUS
145.1498,-37.90226,METRO BUS
145.14368,-37.90141,METRO BUS
145.14193,-37.9012,METRO BUS
145.15271,-37.81052,METRO BUS
145.13891,-37.90087,METRO BUS
145.13407,-37.90038,METRO BUS
145.13288,-37.90022,METRO BUS
145.12866,-37.89974,METRO BUS
145.12395,-37.89918,METRO BUS
145.12158,-37.89882,METRO BUS
145.11837,-37.89847,METRO BUS
145.11438,-37.89802,METRO BUS
145.11015,-37.89747,METRO BUS
145.10688,-37.89714,METRO BUS
145.15602,-37.81088,METRO BUS
145.10561,-37.89701,METRO BUS
145.10269,-37.89665,METRO BUS
145.09961,-37.8963,METRO BUS
145.09594,-37.89523,METRO BUS
145.0932,-37.89511,METRO BUS
145.04148,-37.91961,METRO BUS
145.04107,-37.92163,METRO BUS
145.0406,-37.92435,METRO BUS
145.04288,-37.92657,METRO BUS
144.92988,-38.34793,METRO BUS
144.92447,-38.35035,METRO BUS
144.91852,-38.35212,METRO BUS
144.91377,-38.35343,METRO BUS
144.90679,-38.35515,METRO BUS
144.90316,-38.35607,METRO BUS
144.90048,-38.3571,METRO BUS
144.89851,-38.35759,METRO BUS
144.89596,-38.35833,METRO BUS
144.8904,-38.35987,METRO BUS
144.88464,-38.36147,METRO BUS
144.88077,-38.36248,METRO BUS
144.87822,-38.36316,METRO BUS
144.87288,-38.36452,METRO BUS
144.86881,-38.36551,METRO BUS
144.86577,-38.3663,METRO BUS
144.86209,-38.3672,METRO BUS
145.16445,-37.80744,METRO BUS
