venue_category_group,Latitude,Longitude,metro_regional_label,sa2_code_2021,nearest_stop_distance_m,distance_band,distance_band_order,access_class,late_night_flag
General and late-night general,-37.76324,144.9734,Metro,206011106,123.5,0-200m,1,high_access_0_400m,False
General and late-night general,-37.84115,144.9534,Metro,206051128,58.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.88611,144.98929,Metro,206051129,50.0,0-200m,1,high_access_0_400m,False
General and late-night general,-37.77561,144.97234,Metro,206011106,135.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.02474,144.53099,Regional,202021028,23926.1,800m+,4,low_access_800m_plus,False
General and late-night general,-37.8992,144.73939,Metro,213051466,421.2,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.76,145.00057,Metro,206021112,56.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82396,145.04805,Metro,207011152,187.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.65709,145.50968,Metro,211051276,126.3,0-200m,1,high_access_0_400m,False
General and late-night general,-38.15066,144.35966,Regional,203021039,256.9,200-400m,2,high_access_0_400m,False
General and late-night general,-37.6741,144.8488,Metro,210051248,121.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.47134,144.95343,Regional,209041224,281.0,200-400m,2,high_access_0_400m,False
General and late-night general,-38.16283,145.93318,Regional,205011079,61.9,0-200m,1,high_access_0_400m,True
General and late-night general,-36.69995,146.91143,Regional,204031069,28.8,0-200m,1,high_access_0_400m,False
General and late-night general,-36.69995,146.91143,Regional,204031069,28.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.67378,144.84864,Metro,210051248,149.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.72925,144.99212,Metro,209021526,56.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.79703,144.98486,Metro,206071141,48.2,0-200m,1,high_access_0_400m,False
General and late-night general,-37.79841,144.96705,Metro,206041117,78.9,0-200m,1,high_access_0_400m,True
General and late-night general,-37.80068,144.98382,Metro,206071142,102.0,0-200m,1,high_access_0_400m,False
General and late-night general,-37.79899,144.89921,Metro,213031348,31.9,0-200m,1,high_access_0_400m,True
General and late-night general,-37.65823,145.37494,Metro,211051276,27.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.65823,145.37494,Metro,211051276,27.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.34324,144.14218,Regional,201021011,147.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.34324,144.14218,Regional,201021011,147.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.34324,144.14218,Regional,201021011,147.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.85993,144.97665,Metro,206051514,38.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.81186,145.23032,Metro,211031266,92.7,0-200m,1,high_access_0_400m,False
General and late-night general,-37.02237,144.53199,Regional,202021028,23584.5,800m+,4,low_access_800m_plus,False
General and late-night general,-37.73563,144.91893,Metro,210011231,134.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.83137,144.96041,Metro,206051512,112.7,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81465,144.9469,Metro,206041118,22.6,0-200m,1,high_access_0_400m,True
General and late-night general,-37.83831,144.98736,Metro,206061515,70.2,0-200m,1,high_access_0_400m,False
General and late-night general,-37.96588,144.70564,Metro,213051368,143.0,0-200m,1,high_access_0_400m,False
General and late-night general,-37.93712,145.00272,Metro,208011172,41.0,0-200m,1,high_access_0_400m,False
General and late-night general,-37.81652,144.97004,Metro,206041503,34.7,0-200m,1,high_access_0_400m,True
General and late-night general,-37.76689,144.92387,Metro,206031116,98.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80036,144.90622,Metro,213031348,60.7,0-200m,1,high_access_0_400m,True
General and late-night general,-37.79734,144.87783,Metro,213031351,35.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.77985,145.42752,Metro,211051285,50.2,0-200m,1,high_access_0_400m,False
General and late-night general,-37.50957,145.74833,Regional,204011054,227.9,200-400m,2,high_access_0_400m,True
General and late-night general,-37.50957,145.74833,Regional,204011054,227.9,200-400m,2,high_access_0_400m,True
General and late-night general,-36.86319,147.27733,Regional,204031069,21695.9,800m+,4,low_access_800m_plus,False
General and late-night general,-36.86319,147.27733,Regional,204031069,21695.9,800m+,4,low_access_800m_plus,False
General and late-night general,-38.33726,143.78559,Regional,217031473,284.0,200-400m,2,high_access_0_400m,False
General and late-night general,-38.33726,143.78559,Regional,217031473,284.0,200-400m,2,high_access_0_400m,False
General and late-night general,-36.36004,146.68594,Regional,204031068,155.5,0-200m,1,high_access_0_400m,False
General and late-night general,-36.36004,146.68594,Regional,204031068,155.5,0-200m,1,high_access_0_400m,False
General and late-night general,-37.81673,145.05931,Metro,207011521,107.2,0-200m,1,high_access_0_400m,False
General and late-night general,-36.61464,143.2568,Regional,215011391,218.3,200-400m,2,high_access_0_400m,False
General and late-night general,-37.56052,143.85672,Regional,201011002,160.8,0-200m,1,high_access_0_400m,True
General and late-night general,-38.04827,145.21284,Metro,212041564,461.8,400-800m,3,moderate_access_400_800m,False
General and late-night general,-38.21728,145.0373,Metro,214021592,70.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82372,145.04339,Metro,207011520,252.9,200-400m,2,high_access_0_400m,False
General and late-night general,-37.81631,144.96034,Metro,206041505,87.6,0-200m,1,high_access_0_400m,True
General and late-night general,-37.64377,145.00442,Metro,209041432,799.4,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.89885,145.09213,Metro,212051326,76.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.84863,144.69119,Metro,213051583,219.4,200-400m,2,high_access_0_400m,True
General and late-night general,-37.80415,144.97727,Metro,206071142,189.6,0-200m,1,high_access_0_400m,True
General and late-night general,-37.84626,144.98822,Metro,206061136,78.5,0-200m,1,high_access_0_400m,False
General and late-night general,-37.84646,144.9922,Metro,206061516,13.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.84646,144.9922,Metro,206061516,13.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.8182,144.95797,Metro,206041505,144.6,0-200m,1,high_access_0_400m,True
General and late-night general,-37.7951,145.28362,Metro,211031450,145.2,0-200m,1,high_access_0_400m,False
General and late-night general,-38.14791,144.35969,Regional,203021039,92.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80546,144.9759,Metro,206071142,131.6,0-200m,1,high_access_0_400m,True
General and late-night general,-37.80008,144.98432,Metro,206071141,142.0,0-200m,1,high_access_0_400m,True
General and late-night general,-35.68071,142.66411,Regional,215011394,243.8,200-400m,2,high_access_0_400m,False
General and late-night general,-35.68071,142.66411,Regional,215011394,243.8,200-400m,2,high_access_0_400m,False
General and late-night general,-38.14768,144.35878,Regional,203021039,187.8,0-200m,1,high_access_0_400m,False
General and late-night general,-38.14768,144.35878,Regional,203021039,187.8,0-200m,1,high_access_0_400m,False
General and late-night general,-38.14768,144.35878,Regional,203021039,187.8,0-200m,1,high_access_0_400m,False
General and late-night general,-36.38167,145.40605,Regional,216031416,258.5,200-400m,2,high_access_0_400m,True
General and late-night general,-37.94272,146.45075,Regional,205011077,25432.0,800m+,4,low_access_800m_plus,False
General and late-night general,-37.80795,144.95825,Metro,206041504,231.8,200-400m,2,high_access_0_400m,False
General and late-night general,-37.89442,144.75429,Metro,213051580,96.7,0-200m,1,high_access_0_400m,True
General and late-night general,-36.11821,146.83998,Regional,204031073,129.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.80469,144.99069,Metro,206071141,175.2,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82377,144.96092,Metro,206041508,235.6,200-400m,2,high_access_0_400m,False
General and late-night general,-37.49903,148.17182,Regional,205021085,63.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80695,144.9595,Metro,206041504,39.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.77385,144.9979,Metro,206021500,60.8,0-200m,1,high_access_0_400m,True
General and late-night general,-38.40306,145.07383,Metro,214021378,1021.3,800m+,4,low_access_800m_plus,False
General and late-night general,-37.81336,144.96808,Metro,206041503,88.5,0-200m,1,high_access_0_400m,True
General and late-night general,-36.1242,144.74821,Regional,216011406,249.3,200-400m,2,high_access_0_400m,True
General and late-night general,-37.81952,144.99882,Metro,206071517,109.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.82063,144.95578,Metro,206041505,30.5,0-200m,1,high_access_0_400m,False
General and late-night general,-36.75847,144.27689,Regional,202011018,294.8,200-400m,2,high_access_0_400m,False
General and late-night general,-37.81483,144.97308,Metro,206041503,157.4,0-200m,1,high_access_0_400m,True
General and late-night general,-37.76239,144.97354,Metro,206011106,30.6,0-200m,1,high_access_0_400m,False
General and late-night general,-36.99794,144.06905,Regional,202021028,234.9,200-400m,2,high_access_0_400m,False
General and late-night general,-37.56292,143.86601,Regional,201011002,153.9,0-200m,1,high_access_0_400m,True
General and late-night general,-37.77047,144.77362,Metro,213011569,40.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.56836,143.80893,Regional,201011001,1435.3,800m+,4,low_access_800m_plus,False
General and late-night general,-37.72031,144.89813,Metro,210011227,479.6,400-800m,3,moderate_access_400_800m,True
General and late-night general,-37.8014,144.96353,Metro,206041117,137.7,0-200m,1,high_access_0_400m,False
General and late-night general,-38.33178,144.32465,Regional,203031053,173.6,0-200m,1,high_access_0_400m,False
General and late-night general,-36.72705,146.96246,Regional,204031069,289.3,200-400m,2,high_access_0_400m,False
General and late-night general,-36.72705,146.96246,Regional,204031069,289.3,200-400m,2,high_access_0_400m,False
General and late-night general,-37.85617,144.89743,Metro,213021346,85.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.93766,145.00225,Metro,208011172,91.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.20649,145.43386,Regional,204011062,1279.0,800m+,4,low_access_800m_plus,False
General and late-night general,-37.81667,144.95334,Metro,206041505,58.2,0-200m,1,high_access_0_400m,True
General and late-night general,-37.80051,144.98422,Metro,206071141,127.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.90336,145.32937,Metro,211051284,58.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.81828,144.99507,Metro,206071517,149.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.78639,144.9767,Metro,206071140,122.9,0-200m,1,high_access_0_400m,True
General and late-night general,-37.76785,144.92311,Metro,206031116,238.9,200-400m,2,high_access_0_400m,True
General and late-night general,-36.72737,146.95973,Regional,204031069,157.5,0-200m,1,high_access_0_400m,False
General and late-night general,-36.72737,146.95973,Regional,204031069,157.5,0-200m,1,high_access_0_400m,False
General and late-night general,-37.73709,145.22315,Metro,211021262,31.4,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81268,144.96931,Metro,206041503,34.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.9178,145.03194,Metro,208021174,72.1,0-200m,1,high_access_0_400m,True
General and late-night general,-38.38308,142.23525,Regional,217041478,409.9,400-800m,3,moderate_access_400_800m,False
General and late-night general,-38.38308,142.23525,Regional,217041478,409.9,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.73623,145.00408,Metro,209021428,135.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81176,144.97096,Metro,206041503,148.2,0-200m,1,high_access_0_400m,True
General and late-night general,-37.76423,144.99944,Metro,206021500,129.8,0-200m,1,high_access_0_400m,True
General and late-night general,-37.89857,145.23014,Metro,211011254,197.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.85637,145.02594,Metro,206061135,34.1,0-200m,1,high_access_0_400m,False
General and late-night general,-36.75752,144.28189,Regional,202011018,119.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81497,144.93799,Metro,206041118,75.0,0-200m,1,high_access_0_400m,True
General and late-night general,-38.47413,145.01679,Metro,214021378,84.1,0-200m,1,high_access_0_400m,False
General and late-night general,-38.33958,144.31148,Regional,203031053,132.7,0-200m,1,high_access_0_400m,True
General and late-night general,-37.77189,144.94972,Metro,206011496,55.7,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80358,144.9855,Metro,206071141,210.6,200-400m,2,high_access_0_400m,False
General and late-night general,-37.77969,144.98665,Metro,206071143,37.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.84739,144.99911,Metro,206061516,90.2,0-200m,1,high_access_0_400m,False
General and late-night general,-37.29252,144.95094,Regional,204011056,72.2,0-200m,1,high_access_0_400m,True
General and late-night general,-37.79621,145.03587,Metro,207011522,18.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.77252,144.91581,Metro,206031113,95.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.85633,145.0283,Metro,206061135,100.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.65413,145.51434,Metro,211051276,278.0,200-400m,2,high_access_0_400m,True
General and late-night general,-37.72556,144.89276,Metro,210011227,251.9,200-400m,2,high_access_0_400m,False
General and late-night general,-37.71722,145.12135,Metro,209011202,84.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.82942,144.88492,Metro,213021344,206.1,200-400m,2,high_access_0_400m,False
General and late-night general,-37.80049,144.89924,Metro,213031348,72.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.98625,145.03409,Metro,208011168,127.2,0-200m,1,high_access_0_400m,False
General and late-night general,-37.65433,145.51634,Metro,211051276,54.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80197,144.98507,Metro,206071141,147.4,0-200m,1,high_access_0_400m,False
General and late-night general,-36.61892,144.52742,Regional,202031032,2540.8,800m+,4,low_access_800m_plus,False
General and late-night general,-36.61892,144.52742,Regional,202031032,2540.8,800m+,4,low_access_800m_plus,False
General and late-night general,-36.61892,144.52742,Regional,202031032,2540.8,800m+,4,low_access_800m_plus,False
General and late-night general,-37.83499,144.96177,Metro,206051512,12.4,0-200m,1,high_access_0_400m,True
General and late-night general,-37.47827,149.67858,Regional,205021085,312.8,200-400m,2,high_access_0_400m,False
General and late-night general,-37.47827,149.67858,Regional,205021085,312.8,200-400m,2,high_access_0_400m,False
General and late-night general,-37.88357,145.00049,Metro,208021179,82.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.81127,144.95647,Metro,206041504,56.0,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82538,144.94889,Metro,206041508,408.6,400-800m,3,moderate_access_400_800m,True
General and late-night general,-37.65327,145.51922,Metro,211051276,301.3,200-400m,2,high_access_0_400m,False
General and late-night general,-38.2208,143.57337,Regional,217031473,226.6,200-400m,2,high_access_0_400m,True
General and late-night general,-37.02248,147.24063,Regional,204031069,192.0,0-200m,1,high_access_0_400m,True
General and late-night general,-37.85231,144.99545,Metro,206061136,110.4,0-200m,1,high_access_0_400m,True
General and late-night general,-36.76147,144.28088,Regional,202011018,157.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81489,145.22945,Metro,211031266,43.7,0-200m,1,high_access_0_400m,True
General and late-night general,-37.80747,144.9978,Metro,206071139,420.2,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.81454,144.9705,Metro,206041503,22.4,0-200m,1,high_access_0_400m,True
General and late-night general,-38.65032,145.68825,Regional,205031093,3073.8,800m+,4,low_access_800m_plus,True
General and late-night general,-36.72706,146.96246,Regional,204031069,287.6,200-400m,2,high_access_0_400m,False
General and late-night general,-36.72706,146.96246,Regional,204031069,287.6,200-400m,2,high_access_0_400m,False
General and late-night general,-36.62269,143.26495,Regional,215011391,111.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.79644,144.97857,Metro,206071142,118.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.88536,145.00228,Metro,208021179,122.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.65446,145.51515,Metro,211051276,189.0,0-200m,1,high_access_0_400m,False
General and late-night general,-38.00753,145.09569,Metro,208031193,284.7,200-400m,2,high_access_0_400m,False
General and late-night general,-37.82526,144.95157,Metro,206041508,410.0,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.77399,144.97111,Metro,206011496,179.9,0-200m,1,high_access_0_400m,True
Packaged liquor,-37.84793,144.99347,Metro,206061136,148.6,0-200m,1,high_access_0_400m,False
Packaged liquor,-37.06632,144.21926,Regional,202021027,238.9,200-400m,2,high_access_0_400m,False
Packaged liquor,-38.2684,144.6609,Regional,203031052,145.3,0-200m,1,high_access_0_400m,False
Packaged liquor,-36.35909,146.6858,Regional,204031068,110.6,0-200m,1,high_access_0_400m,False
Packaged liquor,-36.35909,146.6858,Regional,204031068,110.6,0-200m,1,high_access_0_400m,False
Packaged liquor,-37.94377,144.70814,Metro,213051368,1834.9,800m+,4,low_access_800m_plus,False
Packaged liquor,-37.90577,145.05254,Metro,208021182,65.2,0-200m,1,high_access_0_400m,False
Packaged liquor,-37.88991,145.04739,Metro,208021176,15.6,0-200m,1,high_access_0_400m,False
Packaged liquor,-37.71722,145.00997,Metro,209021525,24.8,0-200m,1,high_access_0_400m,False
Packaged liquor,-37.89996,145.10586,Metro,212051326,80.4,0-200m,1,high_access_0_400m,False
Packaged liquor,-37.88099,145.079,Metro,208041195,62.1,0-200m,1,high_access_0_400m,False
General and late-night general,-38.30794,144.32977,Regional,203031053,147.3,0-200m,1,high_access_0_400m,False
General and late-night general,-36.72697,146.96154,Regional,204031069,228.4,200-400m,2,high_access_0_400m,True
General and late-night general,-36.72697,146.96154,Regional,204031069,228.4,200-400m,2,high_access_0_400m,True
General and late-night general,-37.82314,145.03439,Metro,207011520,115.0,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80599,145.03254,Metro,207011522,154.0,0-200m,1,high_access_0_400m,False
General and late-night general,-38.45001,145.23925,Regional,205031091,297.7,200-400m,2,high_access_0_400m,False
General and late-night general,-37.87685,144.9961,Metro,206051134,124.8,0-200m,1,high_access_0_400m,False
General and late-night general,-38.57752,146.01422,Regional,205031087,33.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82906,144.93829,Metro,206051511,450.5,400-800m,3,moderate_access_400_800m,True
General and late-night general,-37.83072,145.05628,Metro,207011152,79.9,0-200m,1,high_access_0_400m,True
General and late-night general,-37.99165,145.04201,Metro,208011168,106.0,0-200m,1,high_access_0_400m,False
General and late-night general,-38.2268,144.6352,Regional,203031052,6244.7,800m+,4,low_access_800m_plus,False
General and late-night general,-37.81618,145.22575,Metro,211031266,138.0,0-200m,1,high_access_0_400m,False
General and late-night general,-38.1481,144.35915,Regional,203021039,126.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.83662,144.96681,Metro,206051512,404.8,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.86798,144.83068,Metro,213021341,65.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.24243,145.80386,Regional,204011054,1841.4,800m+,4,low_access_800m_plus,True
General and late-night general,-37.24243,145.80386,Regional,204011054,1841.4,800m+,4,low_access_800m_plus,True
General and late-night general,-37.89372,145.07713,Metro,208021180,93.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.82431,144.95685,Metro,206041508,118.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.3011,142.76534,Regional,215011387,47.1,0-200m,1,high_access_0_400m,False
General and late-night general,-36.91945,144.70656,Regional,202021029,495.5,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.8165,144.96899,Metro,206041503,147.2,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82848,144.93679,Metro,206051511,567.1,400-800m,3,moderate_access_400_800m,False
General and late-night general,-37.88668,145.01883,Metro,208021178,68.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.95032,145.00382,Metro,208011173,48.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.73126,145.01427,Metro,209021428,66.6,0-200m,1,high_access_0_400m,True
General and late-night general,-37.24932,144.45402,Regional,202021030,133.5,0-200m,1,high_access_0_400m,False
General and late-night general,-36.12999,144.75147,Regional,216011406,253.3,200-400m,2,high_access_0_400m,True
General and late-night general,-37.81011,144.96715,Metro,206041503,106.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.37548,143.95469,Regional,201021010,3731.7,800m+,4,low_access_800m_plus,False
General and late-night general,-37.53495,144.86928,Metro,210051445,2266.1,800m+,4,low_access_800m_plus,True
General and late-night general,-36.12197,144.74616,Regional,216011406,294.6,200-400m,2,high_access_0_400m,False
General and late-night general,-37.76832,145.04267,Metro,209011200,68.0,0-200m,1,high_access_0_400m,False
General and late-night general,-36.91443,144.69902,Regional,202021029,247.2,200-400m,2,high_access_0_400m,False
General and late-night general,-37.81275,144.96903,Metro,206041503,43.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.78712,144.92941,Metro,206031115,30.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.68959,144.85292,Metro,210051248,1111.3,800m+,4,low_access_800m_plus,True
General and late-night general,-37.86487,145.0496,Metro,208041194,60.4,0-200m,1,high_access_0_400m,True
General and late-night general,-38.36852,145.70757,Regional,205031089,127.4,0-200m,1,high_access_0_400m,False
General and late-night general,-37.88602,145.01354,Metro,208021179,148.7,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82975,144.94503,Metro,206051511,139.4,0-200m,1,high_access_0_400m,True
General and late-night general,-37.72972,145.01614,Metro,209021525,35.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.83569,144.97575,Metro,206041125,44.5,0-200m,1,high_access_0_400m,False
General and late-night general,-37.81643,144.96045,Metro,206041505,81.2,0-200m,1,high_access_0_400m,False
General and late-night general,-36.99634,144.26057,Regional,202021028,81.8,0-200m,1,high_access_0_400m,False
General and late-night general,-36.99634,144.26057,Regional,202021028,81.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.90913,144.98636,Metro,208011169,643.4,400-800m,3,moderate_access_400_800m,True
General and late-night general,-37.81192,144.96009,Metro,206041504,96.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80672,144.89053,Metro,213031350,24.7,0-200m,1,high_access_0_400m,False
General and late-night general,-37.82538,144.94889,Metro,206041508,408.6,400-800m,3,moderate_access_400_800m,True
General and late-night general,-36.89207,145.22969,Regional,204011058,220.7,200-400m,2,high_access_0_400m,False
General and late-night general,-36.89207,145.22969,Regional,204011058,220.7,200-400m,2,high_access_0_400m,False
General and late-night general,-37.35758,144.52683,Regional,202021031,199.9,0-200m,1,high_access_0_400m,True
General and late-night general,-38.1491,144.36092,Regional,203021039,116.4,0-200m,1,high_access_0_400m,True
General and late-night general,-37.80016,144.99446,Metro,206071139,23.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81083,145.00169,Metro,206071518,90.5,0-200m,1,high_access_0_400m,False
General and late-night general,-38.26453,144.66878,Regional,203031052,60.0,0-200m,1,high_access_0_400m,True
General and late-night general,-37.85054,145.01418,Metro,206061135,37.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.768,145.04366,Metro,209011200,51.4,0-200m,1,high_access_0_400m,True
General and late-night general,-38.4323,145.82375,Regional,205031089,226.6,200-400m,2,high_access_0_400m,False
General and late-night general,-38.4323,145.82375,Regional,205031089,226.6,200-400m,2,high_access_0_400m,False
General and late-night general,-38.17109,145.15741,Metro,214011371,74.5,0-200m,1,high_access_0_400m,False
General and late-night general,-36.78502,145.15336,Regional,204011058,305.7,200-400m,2,high_access_0_400m,True
General and late-night general,-37.75364,145.00163,Metro,206021112,110.0,0-200m,1,high_access_0_400m,True
General and late-night general,-37.24467,144.45186,Regional,202021030,326.7,200-400m,2,high_access_0_400m,False
General and late-night general,-37.83194,144.9591,Metro,206051512,142.7,0-200m,1,high_access_0_400m,False
General and late-night general,-37.83276,144.95707,Metro,206051512,77.1,0-200m,1,high_access_0_400m,False
General and late-night general,-37.80812,144.96286,Metro,206041504,32.8,0-200m,1,high_access_0_400m,True
General and late-night general,-37.83072,145.05628,Metro,207011152,79.9,0-200m,1,high_access_0_400m,True
General and late-night general,-38.33183,144.98822,Metro,214021377,1174.1,800m+,4,low_access_800m_plus,False
General and late-night general,-34.16913,142.06048,Regional,215021396,106.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.69483,145.41046,Metro,211051278,1190.5,800m+,4,low_access_800m_plus,False
General and late-night general,-37.82967,145.04345,Metro,207011520,16.3,0-200m,1,high_access_0_400m,False
General and late-night general,-34.16913,142.06048,Regional,215021396,106.5,0-200m,1,high_access_0_400m,False
General and late-night general,-37.82754,144.95833,Metro,206041509,67.9,0-200m,1,high_access_0_400m,True
General and late-night general,-35.50434,142.85051,Regional,215031400,79.3,0-200m,1,high_access_0_400m,True
General and late-night general,-35.50434,142.85051,Regional,215031400,79.3,0-200m,1,high_access_0_400m,True
General and late-night general,-36.79899,146.43047,Regional,204021067,38.0,0-200m,1,high_access_0_400m,False
General and late-night general,-36.11959,146.88674,Regional,204031492,202.4,200-400m,2,high_access_0_400m,False
General and late-night general,-37.58152,144.73012,Metro,210041540,346.9,200-400m,2,high_access_0_400m,True
General and late-night general,-37.58152,144.73012,Metro,210041540,346.9,200-400m,2,high_access_0_400m,True
General and late-night general,-37.64953,145.00835,Metro,209041432,168.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.86859,144.99407,Metro,206051134,36.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.86531,145.02895,Metro,208041194,54.2,0-200m,1,high_access_0_400m,False
General and late-night general,-37.66934,144.85019,Metro,210051248,54.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.8151,144.96862,Metro,206041503,192.7,0-200m,1,high_access_0_400m,False
General and late-night general,-37.84425,145.04406,Metro,207011152,190.8,0-200m,1,high_access_0_400m,True
General and late-night general,-37.82709,145.0208,Metro,206071517,97.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.79266,144.97396,Metro,206071140,134.6,0-200m,1,high_access_0_400m,False
General and late-night general,-37.75675,144.9637,Metro,206011495,96.8,0-200m,1,high_access_0_400m,True
General and late-night general,-38.07266,146.17977,Regional,205011077,16218.9,800m+,4,low_access_800m_plus,False
General and late-night general,-36.77442,144.30692,Regional,202011020,31.3,0-200m,1,high_access_0_400m,True
General and late-night general,-36.77442,144.30692,Regional,202011020,31.3,0-200m,1,high_access_0_400m,True
General and late-night general,-37.81725,144.96122,Metro,206041505,85.0,0-200m,1,high_access_0_400m,True
General and late-night general,-36.35442,146.3276,Regional,204021066,157.8,0-200m,1,high_access_0_400m,False
General and late-night general,-37.96271,144.13913,Regional,203011035,987.7,800m+,4,low_access_800m_plus,False
General and late-night general,-36.11996,144.7464,Regional,216011406,128.5,0-200m,1,high_access_0_400m,True
General and late-night general,-37.76353,144.96255,Metro,206011495,45.4,0-200m,1,high_access_0_400m,True
General and late-night general,-38.306,145.00696,Metro,214021377,390.8,200-400m,2,high_access_0_400m,True
General and late-night general,-38.21775,145.0376,Metro,214021592,144.5,0-200m,1,high_access_0_400m,False
General and late-night general,-38.00888,145.09716,Metro,208031193,183.8,0-200m,1,high_access_0_400m,True
General and late-night general,-38.44976,145.23925,Regional,205031091,331.0,200-400m,2,high_access_0_400m,False
General and late-night general,-38.03714,145.10744,Metro,208031189,36.9,0-200m,1,high_access_0_400m,False
General and late-night general,-37.76662,144.91873,Metro,206031116,91.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.84948,144.95613,Metro,206051128,22.1,0-200m,1,high_access_0_400m,True
General and late-night general,-37.65448,145.51506,Metro,211051276,199.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.82434,144.9624,Metro,206041509,328.2,200-400m,2,high_access_0_400m,False
General and late-night general,-37.88431,145.00193,Metro,208021179,36.3,0-200m,1,high_access_0_400m,False
General and late-night general,-37.8877,145.0806,Metro,208041195,304.7,200-400m,2,high_access_0_400m,True
